"participant_id","presentation_order","task_id","position_1","position_2","position_3","position_4"
59,1,9,"O06","O04","O02","O03"
59,2,4,"O10","O01","O05","O04"
59,3,5,"O11","O01","O03","O08"
59,4,10,"O06","O09","O01","O07"
59,5,2,"O02","O04","O11","O07"
59,6,11,"O12","O06","O11","O10"
59,7,6,"O10","O03","O07","O12"
59,8,3,"O10","O08","O09","O02"
59,9,12,"O03","O11","O05","O09"
59,10,8,"O04","O08","O12","O09"
59,11,7,"O08","O06","O07","O05"
59,12,1,"O02","O12","O01","O05"
60,1,3,"O10","O09","O02","O08"
60,2,7,"O08","O05","O07","O06"
60,3,9,"O03","O06","O04","O02"
60,4,11,"O11","O10","O06","O12"
60,5,12,"O11","O09","O03","O05"
60,6,8,"O12","O04","O09","O08"
60,7,2,"O04","O11","O02","O07"
60,8,10,"O01","O06","O09","O07"
60,9,4,"O05","O04","O10","O01"
60,10,1,"O05","O01","O02","O12"
60,11,6,"O07","O12","O03","O10"
60,12,5,"O03","O11","O08","O01"
61,1,9,"O02","O06","O04","O03"
61,2,12,"O03","O11","O09","O05"
61,3,11,"O11","O10","O12","O06"
61,4,8,"O12","O04","O09","O08"
61,5,7,"O06","O05","O07","O08"
61,6,3,"O10","O09","O02","O08"
61,7,10,"O07","O06","O01","O09"
61,8,5,"O08","O03","O01","O11"
61,9,6,"O07","O10","O03","O12"
61,10,4,"O05","O10","O01","O04"
61,11,2,"O02","O07","O11","O04"
61,12,1,"O05","O12","O01","O02"
62,1,12,"O05","O09","O03","O11"
62,2,11,"O12","O11","O06","O10"
62,3,4,"O05","O01","O04","O10"
62,4,1,"O01","O05","O02","O12"
62,5,9,"O04","O02","O03","O06"
62,6,5,"O08","O01","O11","O03"
62,7,10,"O06","O07","O09","O01"
62,8,7,"O08","O05","O06","O07"
62,9,6,"O10","O07","O03","O12"
62,10,2,"O02","O11","O04","O07"
62,11,8,"O12","O04","O09","O08"
62,12,3,"O10","O09","O02","O08"
63,1,3,"O08","O10","O02","O09"
63,2,8,"O12","O08","O04","O09"
63,3,7,"O05","O08","O06","O07"
63,4,1,"O02","O05","O12","O01"
63,5,2,"O11","O07","O04","O02"
63,6,9,"O03","O04","O06","O02"
63,7,5,"O03","O01","O08","O11"
63,8,11,"O06","O10","O11","O12"
63,9,6,"O10","O12","O03","O07"
63,10,12,"O11","O05","O09","O03"
63,11,4,"O10","O01","O05","O04"
63,12,10,"O09","O06","O07","O01"
64,1,2,"O11","O02","O07","O04"
64,2,6,"O07","O03","O12","O10"
64,3,3,"O10","O02","O09","O08"
64,4,5,"O03","O11","O01","O08"
64,5,8,"O04","O08","O09","O12"
64,6,1,"O12","O02","O01","O05"
64,7,11,"O06","O10","O12","O11"
64,8,4,"O01","O04","O10","O05"
64,9,12,"O05","O11","O09","O03"
64,10,10,"O09","O01","O07","O06"
64,11,7,"O07","O06","O05","O08"
64,12,9,"O06","O02","O04","O03"
65,1,3,"O10","O09","O02","O08"
65,2,4,"O01","O04","O05","O10"
65,3,2,"O02","O11","O04","O07"
65,4,9,"O02","O04","O03","O06"
65,5,1,"O12","O05","O02","O01"
65,6,10,"O07","O09","O01","O06"
65,7,5,"O01","O03","O08","O11"
65,8,7,"O05","O08","O06","O07"
65,9,8,"O09","O12","O04","O08"
65,10,6,"O03","O10","O12","O07"
65,11,12,"O11","O03","O09","O05"
65,12,11,"O06","O11","O12","O10"
66,1,12,"O05","O11","O09","O03"
66,2,3,"O10","O08","O09","O02"
66,3,10,"O09","O07","O01","O06"
66,4,7,"O08","O06","O07","O05"
66,5,2,"O04","O02","O07","O11"
66,6,9,"O04","O03","O06","O02"
66,7,1,"O12","O01","O02","O05"
66,8,6,"O07","O03","O10","O12"
66,9,8,"O12","O04","O08","O09"
66,10,4,"O05","O01","O10","O04"
66,11,5,"O01","O08","O03","O11"
66,12,11,"O11","O12","O06","O10"
67,1,3,"O02","O09","O10","O08"
67,2,6,"O03","O10","O07","O12"
67,3,1,"O05","O02","O12","O01"
67,4,11,"O10","O11","O12","O06"
67,5,10,"O06","O07","O09","O01"
67,6,5,"O08","O01","O03","O11"
67,7,12,"O09","O11","O03","O05"
67,8,2,"O04","O07","O02","O11"
67,9,8,"O04","O09","O12","O08"
67,10,4,"O10","O01","O05","O04"
67,11,7,"O06","O05","O08","O07"
67,12,9,"O06","O02","O04","O03"
68,1,7,"O08","O07","O06","O05"
68,2,5,"O11","O01","O03","O08"
68,3,1,"O01","O02","O12","O05"
68,4,10,"O01","O07","O06","O09"
68,5,4,"O10","O04","O01","O05"
68,6,8,"O09","O12","O04","O08"
68,7,3,"O08","O10","O02","O09"
68,8,12,"O11","O03","O05","O09"
68,9,9,"O03","O04","O06","O02"
68,10,2,"O11","O04","O07","O02"
68,11,11,"O12","O06","O11","O10"
68,12,6,"O07","O12","O10","O03"
69,1,6,"O10","O12","O03","O07"
69,2,4,"O10","O04","O05","O01"
69,3,8,"O09","O08","O12","O04"
69,4,1,"O05","O02","O12","O01"
69,5,9,"O06","O02","O03","O04"
69,6,3,"O10","O09","O02","O08"
69,7,5,"O08","O11","O03","O01"
69,8,7,"O08","O07","O05","O06"
69,9,11,"O12","O06","O10","O11"
69,10,2,"O11","O07","O04","O02"
69,11,10,"O09","O01","O06","O07"
69,12,12,"O09","O11","O05","O03"
70,1,12,"O09","O03","O05","O11"
70,2,1,"O05","O12","O01","O02"
70,3,2,"O04","O02","O11","O07"
70,4,7,"O05","O08","O06","O07"
70,5,11,"O12","O06","O11","O10"
70,6,10,"O01","O06","O07","O09"
70,7,9,"O06","O02","O03","O04"
70,8,6,"O03","O07","O10","O12"
70,9,5,"O01","O03","O11","O08"
70,10,3,"O08","O02","O10","O09"
70,11,8,"O12","O08","O09","O04"
70,12,4,"O04","O05","O01","O10"
71,1,10,"O01","O09","O06","O07"
71,2,12,"O03","O09","O05","O11"
71,3,6,"O10","O12","O07","O03"
71,4,5,"O01","O03","O08","O11"
71,5,1,"O05","O01","O02","O12"
71,6,4,"O05","O01","O04","O10"
71,7,9,"O06","O04","O03","O02"
71,8,8,"O08","O12","O09","O04"
71,9,11,"O11","O10","O06","O12"
71,10,3,"O08","O10","O02","O09"
71,11,7,"O06","O08","O05","O07"
71,12,2,"O07","O04","O11","O02"
72,1,2,"O02","O11","O07","O04"
72,2,9,"O04","O06","O03","O02"
72,3,8,"O12","O08","O09","O04"
72,4,12,"O09","O11","O03","O05"
72,5,11,"O11","O12","O06","O10"
72,6,4,"O10","O04","O05","O01"
72,7,1,"O02","O05","O12","O01"
72,8,7,"O07","O05","O08","O06"
72,9,5,"O01","O03","O11","O08"
72,10,6,"O07","O03","O10","O12"
72,11,10,"O01","O06","O09","O07"
72,12,3,"O02","O08","O10","O09"
73,1,11,"O06","O12","O10","O11"
73,2,12,"O05","O09","O11","O03"
73,3,9,"O04","O02","O06","O03"
73,4,3,"O02","O08","O09","O10"
73,5,4,"O10","O05","O04","O01"
73,6,8,"O04","O08","O09","O12"
73,7,10,"O06","O09","O07","O01"
73,8,7,"O05","O06","O08","O07"
73,9,5,"O11","O08","O03","O01"
73,10,6,"O12","O07","O10","O03"
73,11,1,"O02","O01","O12","O05"
73,12,2,"O02","O04","O07","O11"
74,1,9,"O03","O04","O02","O06"
74,2,11,"O12","O11","O10","O06"
74,3,6,"O12","O07","O03","O10"
74,4,4,"O05","O04","O10","O01"
74,5,12,"O11","O05","O09","O03"
74,6,8,"O12","O08","O09","O04"
74,7,7,"O08","O06","O07","O05"
74,8,1,"O12","O01","O05","O02"
74,9,3,"O02","O08","O10","O09"
74,10,2,"O07","O02","O04","O11"
74,11,5,"O08","O11","O03","O01"
74,12,10,"O09","O07","O01","O06"
75,1,9,"O04","O02","O03","O06"
75,2,5,"O03","O01","O08","O11"
75,3,4,"O01","O10","O04","O05"
75,4,6,"O12","O07","O10","O03"
75,5,8,"O08","O12","O09","O04"
75,6,2,"O07","O11","O04","O02"
75,7,11,"O06","O12","O10","O11"
75,8,1,"O05","O12","O02","O01"
75,9,10,"O06","O07","O01","O09"
75,10,3,"O09","O10","O08","O02"
75,11,12,"O09","O03","O11","O05"
75,12,7,"O06","O05","O07","O08"
76,1,9,"O06","O03","O02","O04"
76,2,11,"O12","O10","O11","O06"
76,3,6,"O07","O03","O10","O12"
76,4,12,"O09","O11","O05","O03"
76,5,4,"O04","O10","O05","O01"
76,6,5,"O08","O03","O01","O11"
76,7,8,"O09","O08","O12","O04"
76,8,3,"O10","O09","O02","O08"
76,9,2,"O04","O11","O07","O02"
76,10,7,"O05","O06","O07","O08"
76,11,1,"O05","O12","O02","O01"
76,12,10,"O06","O09","O01","O07"
77,1,5,"O03","O01","O11","O08"
77,2,2,"O04","O11","O07","O02"
77,3,11,"O06","O11","O10","O12"
77,4,3,"O02","O09","O08","O10"
77,5,8,"O08","O09","O12","O04"
77,6,6,"O03","O07","O12","O10"
77,7,4,"O04","O05","O01","O10"
77,8,1,"O12","O01","O05","O02"
77,9,9,"O03","O02","O06","O04"
77,10,10,"O01","O06","O09","O07"
77,11,7,"O05","O08","O06","O07"
77,12,12,"O05","O11","O09","O03"
78,1,9,"O06","O02","O03","O04"
78,2,3,"O02","O08","O10","O09"
78,3,5,"O08","O03","O11","O01"
78,4,2,"O07","O04","O02","O11"
78,5,8,"O08","O12","O04","O09"
78,6,7,"O07","O08","O05","O06"
78,7,12,"O03","O05","O09","O11"
78,8,1,"O12","O01","O02","O05"
78,9,6,"O10","O07","O12","O03"
78,10,10,"O06","O01","O07","O09"
78,11,4,"O04","O10","O01","O05"
78,12,11,"O11","O12","O10","O06"
79,1,10,"O09","O07","O06","O01"
79,2,2,"O04","O11","O02","O07"
79,3,8,"O08","O04","O12","O09"
79,4,11,"O06","O11","O10","O12"
79,5,6,"O12","O07","O10","O03"
79,6,9,"O02","O06","O03","O04"
79,7,1,"O12","O02","O05","O01"
79,8,12,"O05","O09","O03","O11"
79,9,3,"O09","O10","O08","O02"
79,10,4,"O05","O10","O01","O04"
79,11,7,"O06","O07","O05","O08"
79,12,5,"O08","O03","O01","O11"
80,1,9,"O02","O06","O03","O04"
80,2,1,"O05","O01","O12","O02"
80,3,6,"O10","O03","O12","O07"
80,4,11,"O12","O11","O10","O06"
80,5,12,"O03","O09","O11","O05"
80,6,7,"O06","O05","O07","O08"
80,7,5,"O11","O03","O01","O08"
80,8,3,"O08","O02","O10","O09"
80,9,10,"O09","O01","O07","O06"
80,10,8,"O04","O09","O08","O12"
80,11,4,"O01","O10","O04","O05"
80,12,2,"O04","O02","O11","O07"
81,1,2,"O04","O07","O02","O11"
81,2,1,"O02","O01","O12","O05"
81,3,11,"O06","O10","O12","O11"
81,4,8,"O09","O08","O12","O04"
81,5,12,"O03","O11","O05","O09"
81,6,6,"O12","O10","O03","O07"
81,7,10,"O07","O01","O09","O06"
81,8,4,"O10","O05","O04","O01"
81,9,9,"O06","O03","O02","O04"
81,10,5,"O01","O11","O08","O03"
81,11,7,"O07","O08","O05","O06"
81,12,3,"O02","O08","O09","O10"
82,1,3,"O02","O10","O08","O09"
82,2,4,"O04","O05","O10","O01"
82,3,6,"O10","O07","O12","O03"
82,4,2,"O02","O11","O07","O04"
82,5,8,"O09","O08","O04","O12"
82,6,5,"O03","O11","O01","O08"
82,7,10,"O09","O07","O01","O06"
82,8,7,"O07","O05","O08","O06"
82,9,12,"O09","O05","O03","O11"
82,10,11,"O12","O10","O06","O11"
82,11,9,"O02","O03","O06","O04"
82,12,1,"O12","O05","O02","O01"
83,1,6,"O12","O03","O07","O10"
83,2,10,"O09","O01","O07","O06"
83,3,11,"O11","O12","O10","O06"
83,4,1,"O01","O05","O02","O12"
83,5,3,"O10","O08","O09","O02"
83,6,12,"O09","O03","O11","O05"
83,7,5,"O01","O11","O08","O03"
83,8,4,"O10","O04","O05","O01"
83,9,9,"O02","O06","O03","O04"
83,10,7,"O05","O07","O06","O08"
83,11,8,"O04","O09","O08","O12"
83,12,2,"O04","O07","O11","O02"
84,1,9,"O02","O03","O04","O06"
84,2,3,"O09","O08","O02","O10"
84,3,8,"O08","O04","O09","O12"
84,4,7,"O06","O05","O07","O08"
84,5,2,"O02","O04","O11","O07"
84,6,5,"O01","O11","O08","O03"
84,7,6,"O03","O12","O07","O10"
84,8,4,"O04","O10","O05","O01"
84,9,12,"O11","O09","O05","O03"
84,10,10,"O07","O09","O01","O06"
84,11,11,"O10","O12","O06","O11"
84,12,1,"O02","O12","O01","O05"
85,1,4,"O01","O04","O05","O10"
85,2,5,"O01","O03","O08","O11"
85,3,7,"O05","O08","O07","O06"
85,4,12,"O03","O05","O11","O09"
85,5,1,"O05","O12","O01","O02"
85,6,10,"O06","O01","O07","O09"
85,7,11,"O10","O06","O11","O12"
85,8,3,"O08","O02","O10","O09"
85,9,2,"O04","O11","O02","O07"
85,10,8,"O08","O12","O09","O04"
85,11,6,"O03","O12","O07","O10"
85,12,9,"O04","O02","O03","O06"
86,1,1,"O12","O02","O05","O01"
86,2,7,"O05","O07","O06","O08"
86,3,2,"O02","O04","O11","O07"
86,4,5,"O08","O11","O01","O03"
86,5,9,"O06","O04","O02","O03"
86,6,10,"O09","O01","O07","O06"
86,7,8,"O08","O12","O09","O04"
86,8,4,"O10","O05","O04","O01"
86,9,3,"O09","O08","O10","O02"
86,10,12,"O09","O11","O05","O03"
86,11,6,"O12","O10","O07","O03"
86,12,11,"O06","O10","O11","O12"
87,1,7,"O06","O05","O07","O08"
87,2,11,"O11","O10","O12","O06"
87,3,1,"O01","O05","O12","O02"
87,4,8,"O08","O12","O09","O04"
87,5,6,"O12","O10","O03","O07"
87,6,2,"O04","O11","O07","O02"
87,7,3,"O02","O09","O10","O08"
87,8,5,"O11","O08","O01","O03"
87,9,10,"O06","O07","O09","O01"
87,10,12,"O05","O11","O09","O03"
87,11,4,"O04","O05","O10","O01"
87,12,9,"O03","O06","O04","O02"
88,1,6,"O10","O07","O03","O12"
88,2,5,"O11","O01","O03","O08"
88,3,3,"O10","O09","O02","O08"
88,4,11,"O10","O06","O12","O11"
88,5,12,"O09","O03","O11","O05"
88,6,8,"O09","O04","O12","O08"
88,7,4,"O05","O10","O04","O01"
88,8,2,"O04","O07","O11","O02"
88,9,9,"O06","O02","O03","O04"
88,10,7,"O08","O06","O07","O05"
88,11,1,"O02","O01","O05","O12"
88,12,10,"O06","O09","O01","O07"
89,1,1,"O01","O12","O02","O05"
89,2,12,"O09","O11","O05","O03"
89,3,8,"O04","O09","O08","O12"
89,4,5,"O01","O08","O03","O11"
89,5,2,"O11","O02","O07","O04"
89,6,6,"O12","O10","O07","O03"
89,7,4,"O04","O05","O10","O01"
89,8,9,"O04","O02","O06","O03"
89,9,11,"O11","O06","O10","O12"
89,10,7,"O08","O07","O05","O06"
89,11,3,"O09","O10","O08","O02"
89,12,10,"O01","O06","O07","O09"
90,1,7,"O05","O08","O07","O06"
90,2,2,"O02","O04","O11","O07"
90,3,8,"O09","O08","O04","O12"
90,4,1,"O02","O12","O05","O01"
90,5,11,"O11","O10","O12","O06"
90,6,9,"O04","O06","O02","O03"
90,7,4,"O04","O05","O01","O10"
90,8,12,"O03","O09","O05","O11"
90,9,5,"O11","O03","O08","O01"
90,10,10,"O06","O01","O07","O09"
90,11,3,"O09","O08","O02","O10"
90,12,6,"O12","O10","O03","O07"
91,1,3,"O10","O09","O08","O02"
91,2,6,"O03","O10","O07","O12"
91,3,8,"O09","O04","O12","O08"
91,4,11,"O10","O06","O11","O12"
91,5,12,"O05","O09","O03","O11"
91,6,2,"O07","O11","O04","O02"
91,7,5,"O01","O08","O11","O03"
91,8,9,"O02","O03","O06","O04"
91,9,10,"O01","O07","O06","O09"
91,10,1,"O12","O01","O02","O05"
91,11,4,"O04","O01","O05","O10"
91,12,7,"O06","O07","O05","O08"
92,1,3,"O09","O08","O02","O10"
92,2,1,"O01","O05","O12","O02"
92,3,11,"O11","O06","O10","O12"
92,4,10,"O09","O06","O07","O01"
92,5,4,"O01","O04","O05","O10"
92,6,12,"O09","O11","O05","O03"
92,7,7,"O06","O05","O07","O08"
92,8,8,"O08","O12","O09","O04"
92,9,2,"O02","O04","O07","O11"
92,10,5,"O03","O11","O08","O01"
92,11,6,"O10","O03","O07","O12"
92,12,9,"O02","O04","O03","O06"
93,1,7,"O07","O08","O06","O05"
93,2,9,"O03","O02","O04","O06"
93,3,11,"O10","O11","O12","O06"
93,4,1,"O05","O12","O02","O01"
93,5,6,"O07","O03","O12","O10"
93,6,5,"O11","O01","O08","O03"
93,7,10,"O07","O06","O01","O09"
93,8,8,"O12","O04","O09","O08"
93,9,2,"O11","O07","O02","O04"
93,10,12,"O11","O03","O05","O09"
93,11,3,"O08","O02","O10","O09"
93,12,4,"O04","O01","O10","O05"
94,1,8,"O08","O09","O04","O12"
94,2,6,"O12","O07","O10","O03"
94,3,2,"O02","O11","O07","O04"
94,4,10,"O09","O07","O06","O01"
94,5,7,"O07","O06","O08","O05"
94,6,5,"O03","O01","O11","O08"
94,7,4,"O01","O04","O10","O05"
94,8,12,"O11","O03","O09","O05"
94,9,9,"O02","O06","O04","O03"
94,10,1,"O05","O02","O01","O12"
94,11,3,"O10","O02","O08","O09"
94,12,11,"O12","O10","O11","O06"
95,1,7,"O06","O07","O08","O05"
95,2,3,"O10","O02","O08","O09"
95,3,9,"O06","O02","O03","O04"
95,4,6,"O03","O10","O12","O07"
95,5,4,"O04","O10","O01","O05"
95,6,10,"O07","O06","O01","O09"
95,7,8,"O04","O08","O12","O09"
95,8,11,"O12","O10","O06","O11"
95,9,5,"O08","O03","O01","O11"
95,10,12,"O09","O05","O11","O03"
95,11,1,"O12","O02","O05","O01"
95,12,2,"O02","O07","O11","O04"
96,1,9,"O04","O03","O02","O06"
96,2,7,"O05","O07","O08","O06"
96,3,2,"O02","O11","O04","O07"
96,4,11,"O12","O11","O06","O10"
96,5,6,"O03","O07","O12","O10"
96,6,4,"O04","O10","O01","O05"
96,7,8,"O09","O12","O08","O04"
96,8,5,"O11","O01","O08","O03"
96,9,3,"O02","O09","O08","O10"
96,10,10,"O06","O07","O09","O01"
96,11,12,"O03","O11","O05","O09"
96,12,1,"O12","O05","O01","O02"
97,1,6,"O03","O12","O10","O07"
97,2,5,"O11","O08","O03","O01"
97,3,7,"O08","O05","O06","O07"
97,4,8,"O08","O12","O04","O09"
97,5,9,"O06","O03","O04","O02"
97,6,2,"O04","O11","O07","O02"
97,7,12,"O03","O05","O11","O09"
97,8,11,"O12","O06","O11","O10"
97,9,4,"O01","O05","O10","O04"
97,10,3,"O02","O10","O09","O08"
97,11,10,"O01","O07","O06","O09"
97,12,1,"O12","O02","O01","O05"
98,1,3,"O09","O10","O08","O02"
98,2,11,"O06","O12","O11","O10"
98,3,12,"O11","O03","O05","O09"
98,4,8,"O08","O09","O04","O12"
98,5,4,"O01","O10","O05","O04"
98,6,2,"O11","O07","O04","O02"
98,7,1,"O02","O12","O05","O01"
98,8,9,"O04","O02","O06","O03"
98,9,5,"O03","O11","O08","O01"
98,10,10,"O09","O07","O01","O06"
98,11,7,"O07","O05","O08","O06"
98,12,6,"O07","O03","O12","O10"
99,1,4,"O04","O10","O01","O05"
99,2,12,"O09","O03","O11","O05"
99,3,1,"O12","O01","O02","O05"
99,4,8,"O12","O08","O04","O09"
99,5,5,"O03","O01","O11","O08"
99,6,9,"O02","O03","O04","O06"
99,7,3,"O09","O10","O02","O08"
99,8,10,"O07","O06","O01","O09"
99,9,6,"O03","O10","O07","O12"
99,10,11,"O06","O10","O11","O12"
99,11,2,"O04","O07","O02","O11"
99,12,7,"O07","O05","O08","O06"
100,1,11,"O06","O11","O12","O10"
100,2,12,"O03","O11","O09","O05"
100,3,5,"O03","O01","O08","O11"
100,4,9,"O06","O04","O03","O02"
100,5,1,"O12","O02","O05","O01"
100,6,7,"O05","O06","O08","O07"
100,7,8,"O08","O09","O12","O04"
100,8,2,"O07","O04","O11","O02"
100,9,4,"O04","O05","O01","O10"
100,10,10,"O06","O09","O07","O01"
100,11,6,"O07","O12","O10","O03"
100,12,3,"O10","O08","O02","O09"
101,1,12,"O03","O09","O05","O11"
101,2,11,"O10","O06","O12","O11"
101,3,10,"O07","O09","O06","O01"
101,4,6,"O12","O07","O10","O03"
101,5,9,"O04","O03","O06","O02"
101,6,5,"O03","O01","O08","O11"
101,7,1,"O05","O02","O12","O01"
101,8,7,"O08","O05","O07","O06"
101,9,4,"O10","O04","O05","O01"
101,10,3,"O10","O02","O09","O08"
101,11,8,"O12","O04","O08","O09"
101,12,2,"O04","O02","O07","O11"
102,1,12,"O03","O05","O09","O11"
102,2,4,"O10","O04","O05","O01"
102,3,8,"O08","O12","O09","O04"
102,4,10,"O06","O09","O07","O01"
102,5,3,"O02","O09","O10","O08"
102,6,7,"O06","O05","O08","O07"
102,7,9,"O02","O04","O03","O06"
102,8,5,"O08","O03","O01","O11"
102,9,11,"O10","O12","O11","O06"
102,10,1,"O02","O05","O12","O01"
102,11,2,"O02","O04","O11","O07"
102,12,6,"O03","O07","O12","O10"
103,1,1,"O12","O05","O01","O02"
103,2,4,"O10","O05","O01","O04"
103,3,3,"O10","O02","O09","O08"
103,4,9,"O02","O06","O03","O04"
103,5,8,"O09","O12","O04","O08"
103,6,5,"O08","O03","O11","O01"
103,7,11,"O06","O12","O11","O10"
103,8,6,"O07","O03","O10","O12"
103,9,7,"O07","O06","O05","O08"
103,10,10,"O09","O01","O07","O06"
103,11,12,"O03","O11","O09","O05"
103,12,2,"O04","O07","O11","O02"
104,1,3,"O10","O09","O02","O08"
104,2,6,"O12","O07","O03","O10"
104,3,8,"O09","O12","O04","O08"
104,4,9,"O02","O06","O03","O04"
104,5,10,"O01","O06","O09","O07"
104,6,2,"O11","O07","O02","O04"
104,7,11,"O12","O10","O06","O11"
104,8,1,"O12","O05","O01","O02"
104,9,7,"O07","O08","O05","O06"
104,10,4,"O04","O05","O10","O01"
104,11,5,"O08","O01","O03","O11"
104,12,12,"O05","O09","O11","O03"
105,1,7,"O08","O06","O05","O07"
105,2,3,"O02","O10","O08","O09"
105,3,8,"O09","O04","O12","O08"
105,4,1,"O05","O02","O12","O01"
105,5,10,"O01","O07","O09","O06"
105,6,4,"O04","O01","O10","O05"
105,7,5,"O11","O01","O03","O08"
105,8,11,"O06","O12","O11","O10"
105,9,9,"O02","O04","O03","O06"
105,10,2,"O04","O11","O02","O07"
105,11,12,"O11","O03","O09","O05"
105,12,6,"O10","O03","O12","O07"
106,1,2,"O11","O04","O02","O07"
106,2,11,"O10","O12","O06","O11"
106,3,12,"O05","O09","O03","O11"
106,4,6,"O12","O03","O10","O07"
106,5,10,"O09","O01","O07","O06"
106,6,8,"O08","O09","O04","O12"
106,7,3,"O02","O09","O10","O08"
106,8,5,"O11","O03","O08","O01"
106,9,1,"O05","O02","O01","O12"
106,10,9,"O02","O03","O06","O04"
106,11,4,"O05","O01","O10","O04"
106,12,7,"O08","O07","O06","O05"
107,1,12,"O03","O11","O09","O05"
107,2,7,"O07","O05","O06","O08"
107,3,6,"O07","O03","O12","O10"
107,4,9,"O03","O04","O02","O06"
107,5,10,"O09","O06","O01","O07"
107,6,3,"O02","O10","O09","O08"
107,7,2,"O11","O07","O04","O02"
107,8,1,"O02","O01","O12","O05"
107,9,11,"O11","O10","O12","O06"
107,10,5,"O01","O11","O08","O03"
107,11,8,"O12","O09","O08","O04"
107,12,4,"O01","O04","O05","O10"
108,1,9,"O04","O06","O02","O03"
108,2,10,"O09","O01","O06","O07"
108,3,1,"O01","O12","O02","O05"
108,4,5,"O08","O01","O03","O11"
108,5,6,"O03","O12","O07","O10"
108,6,8,"O08","O09","O12","O04"
108,7,11,"O11","O10","O06","O12"
108,8,3,"O08","O10","O02","O09"
108,9,2,"O11","O04","O07","O02"
108,10,7,"O06","O07","O05","O08"
108,11,12,"O03","O09","O11","O05"
108,12,4,"O01","O04","O05","O10"
109,1,12,"O11","O03","O05","O09"
109,2,8,"O04","O08","O09","O12"
109,3,5,"O08","O03","O11","O01"
109,4,6,"O10","O07","O12","O03"
109,5,2,"O07","O04","O02","O11"
109,6,4,"O05","O01","O10","O04"
109,7,7,"O05","O06","O07","O08"
109,8,10,"O09","O06","O01","O07"
109,9,11,"O06","O10","O11","O12"
109,10,9,"O04","O06","O02","O03"
109,11,1,"O05","O12","O02","O01"
109,12,3,"O09","O10","O08","O02"
110,1,8,"O12","O09","O04","O08"
110,2,4,"O01","O04","O05","O10"
110,3,2,"O11","O07","O04","O02"
110,4,1,"O01","O12","O02","O05"
110,5,3,"O08","O09","O02","O10"
110,6,12,"O09","O11","O03","O05"
110,7,5,"O08","O11","O03","O01"
110,8,6,"O10","O03","O07","O12"
110,9,7,"O06","O07","O08","O05"
110,10,11,"O10","O11","O06","O12"
110,11,10,"O06","O09","O07","O01"
110,12,9,"O03","O04","O02","O06"
111,1,5,"O11","O08","O03","O01"
111,2,11,"O12","O06","O10","O11"
111,3,2,"O02","O04","O07","O11"
111,4,12,"O03","O11","O09","O05"
111,5,9,"O04","O06","O02","O03"
111,6,1,"O05","O02","O12","O01"
111,7,4,"O04","O01","O10","O05"
111,8,6,"O12","O07","O03","O10"
111,9,7,"O08","O05","O07","O06"
111,10,3,"O10","O09","O02","O08"
111,11,8,"O12","O04","O09","O08"
111,12,10,"O06","O01","O09","O07"
112,1,8,"O09","O08","O12","O04"
112,2,5,"O03","O11","O01","O08"
112,3,4,"O10","O05","O04","O01"
112,4,7,"O06","O07","O08","O05"
112,5,2,"O04","O02","O11","O07"
112,6,10,"O06","O07","O09","O01"
112,7,3,"O08","O10","O02","O09"
112,8,12,"O11","O05","O03","O09"
112,9,9,"O03","O04","O06","O02"
112,10,6,"O10","O03","O07","O12"
112,11,11,"O11","O10","O12","O06"
112,12,1,"O05","O12","O02","O01"
113,1,3,"O09","O10","O02","O08"
113,2,11,"O06","O12","O11","O10"
113,3,9,"O06","O03","O04","O02"
113,4,6,"O03","O10","O12","O07"
113,5,1,"O12","O01","O05","O02"
113,6,8,"O08","O09","O12","O04"
113,7,4,"O10","O05","O04","O01"
113,8,7,"O08","O07","O05","O06"
113,9,2,"O11","O07","O02","O04"
113,10,10,"O07","O09","O06","O01"
113,11,12,"O09","O11","O03","O05"
113,12,5,"O03","O01","O08","O11"
114,1,1,"O05","O01","O02","O12"
114,2,3,"O09","O10","O08","O02"
114,3,7,"O06","O07","O05","O08"
114,4,6,"O10","O03","O07","O12"
114,5,2,"O07","O04","O02","O11"
114,6,8,"O08","O12","O04","O09"
114,7,10,"O06","O07","O01","O09"
114,8,5,"O11","O08","O03","O01"
114,9,9,"O03","O04","O02","O06"
114,10,12,"O11","O09","O03","O05"
114,11,11,"O06","O10","O12","O11"
114,12,4,"O01","O04","O10","O05"
115,1,7,"O08","O07","O06","O05"
115,2,9,"O02","O04","O03","O06"
115,3,12,"O03","O09","O05","O11"
115,4,1,"O01","O12","O05","O02"
115,5,3,"O10","O08","O09","O02"
115,6,11,"O12","O11","O10","O06"
115,7,8,"O12","O08","O09","O04"
115,8,4,"O01","O04","O10","O05"
115,9,6,"O12","O07","O03","O10"
115,10,10,"O07","O09","O01","O06"
115,11,2,"O07","O02","O11","O04"
115,12,5,"O08","O11","O03","O01"
116,1,12,"O11","O03","O09","O05"
116,2,9,"O04","O03","O06","O02"
116,3,7,"O08","O07","O05","O06"
116,4,1,"O02","O01","O05","O12"
116,5,6,"O10","O07","O03","O12"
116,6,4,"O01","O05","O10","O04"
116,7,11,"O11","O12","O06","O10"
116,8,10,"O01","O06","O09","O07"
116,9,3,"O10","O09","O02","O08"
116,10,8,"O09","O12","O04","O08"
116,11,5,"O01","O03","O08","O11"
116,12,2,"O04","O11","O07","O02"
117,1,3,"O10","O08","O09","O02"
117,2,4,"O05","O10","O04","O01"
